4.01467702902,2
4.27645343833,19
4.39559960433,20
4.10251686044,34
4.18766128457,36
4.22467875005,40
4.08299363839,41
4.21017772038,44
4.15716316354,50
4.08219479018,64
3.87442738136,79
4.24963160332,80
4.63934252435,81
4.23407612622,84
4.17416025843,87
4.4490616386,92
4.25895470053,94
4.30433514469,97
4.19666901061,98
4.39266237214,99
3.81029731439,100
3.9447113576,102
4.23192510689,103
4.35998510368,104
4.3249309182,106
3.77781487742,107
4.05350809495,115
4.44048338941,117
4.33619887583,118
4.38738604685,124
4.50410914297,131
4.19629894786,143
3.91496978832,147
4.24713591606,153
4.42189231265,158
4.08233875838,160
4.40796612521,161
4.15905392242,163
4.17264315913,164
4.51881234586,167
3.18278099603,169
4.17638501082,174
4.20393237932,176
4.19351503064,179
4.08158792658,197
4.19937762805,203
4.31404962411,207
3.70835859195,217
4.26660202384,222
4.53549430461,224
4.21784873718,229
4.52696564334,231
4.26666950186,247
4.16746797563,248
4.16942835724,256
4.26378501837,259
4.09721127677,267
4.30461380911,270
4.3452575855,275
3.7679788696,276
4.23763964048,281
4.06631062214,284
3.95636364299,287
4.37883998537,303
4.30335092185,305
4.33762526457,311
3.82598693924,312
4.08167240473,317
3.85348555883,325
4.33843450363,326
4.26888821003,331
3.83691055246,332
4.27626750483,338
4.019143222,341
4.27274906674,349
4.38472671424,352
4.09248409853,360
4.60647543264,365
4.10239256256,371
4.15651734199,373
4.59445665236,374
4.52856108954,393
4.38424343676,397
3.75286699527,404
4.09786740253,426
4.17849683971,431
4.31495118946,432
4.37249292687,438
4.25910513519,443
4.51393307086,450
4.58461289918,457
4.41252930071,466
4.31373472922,467
4.42735445499,475
4.50991162031,478
3.14944748479,488
3.78001754338,491
4.28745701647,497
4.48820009583,500
4.08632712104,504
4.3940190283,505
4.51464653594,506
4.00398572828,522
4.36950580009,524
4.22607006905,528
3.83317685824,541
3.61698792067,542
3.65117591266,548
4.11313102911,549
3.75897475746,555
3.24297900763,559
4.32410566006,566
4.3389301871,568
4.56985622544,576
3.57165742168,577
4.77454568931,579
4.16035804238,581
4.58153633462,584
4.5385510835,597
4.56366241454,598
4.2787457166,601
4.26098935293,613
4.28986355524,616
4.32455600552,617
4.32621830345,628
4.63267090008,632
3.57905554344,636
4.05641622774,637
4.01965791553,640
4.51103045803,641
4.31083715103,644
4.31905924337,646
4.39443883275,657
4.51976696898,670
3.97442864855,673
4.36531176331,677
4.12223541084,678
4.55613622591,682
4.10428441729,684
4.60101512208,685
4.41621806833,686
4.09516354942,697
4.37336424347,700
4.69152165024,702
4.61690172943,707
4.45238858493,709
4.46564871094,714
3.40266062572,716
3.90575784908,718
4.42376989625,721
4.25546639466,731
4.10397473102,733
3.86455499912,738
4.06128333069,742
4.33882041067,743
3.91401171963,748
4.45674301277,763
4.20373986515,764
4.57927536552,768
