a3af8ffzazyne5|conversations with god book 1 is the single most extraordinary book i have ever read   it totally changed my life  i would recommend it to anyone who is seeking emotional and spiritual growth  freedom and empowerment  this book did wonders for my relationship with god  myself and everyone around me  i approach living differently  i enjoy life more   i have had a copy of this book since it was first published  1997   and i still turn to it again and again for spiritual enlightenment  upliftment and remembering i love this book and i love neale walsch for his courage in writing it  unbelievable  a must read   |5.0
ah2l9g3dqhhaj|interesting grisham tale of a lawyer that takes millions of dollars from his firm after faking his own death  grisham usually is able to hook his readers early and  in this case  doesn t play his hand to soon  the usually reliable frank mueller makes this story even an even better bet on audiobook |4.0
a2iiidrk3prrzy|the thumbnail is a shirt   the product shown is a shoe   the description is a book this reviewer is confused |1.0
a1tadcm7ywpq8m|i ll be honest  i work for a large online retailer named after a south american river  and ordered this because the asin  0000000868  is so     distinctive     and  frankly  i wondered what the hell a  quot reader turntable quot  was  particularly one with both an editor and an illustrator a friend suggested that the title was really the result of a very poor translation  that  quot reader quot  was supposed to be  quot tales quot    quot turntable quot  was supposed to be  quot lyrics quot  and this was really a book entitled  quot korea s favorite tales and lyrics quot   oddly enough  there is such a book  apparently edited by mr  hyun and illustrated by mr  park well  as it turns out   quot reader turntable se 14 quot  is not a book  it is  well  a reader turntable  a black rectangular piece of 1 2 quot  particleboard  about 13x16 inches  mounted on a bearing so it can rotate easily  it s a lot like a  quot lazy susan quot  it s useful for reading rooms  libraries  etc  place it on table  put a dictionary or other big heavy reference book on it  and now folks sitting on either side of the table can share the reference  simply turning it towards them when they need to look something up construction is sturdy  i  175 lbs  stood on it and it rotated  a bit roughly but it didn t collapse  bearing quality is modest but serviceable  black matte finish is tasteful |4.0
awgh7v0bdojkb|it had all the songs i wanted but i had ordered the large print version and received the regular version  this was the only thing i did not like |4.0
a3utqpqpm4tqo0|we have many of the old  old issue  but the number had depleted  there were not  enough books to allow us to use them regularly  with the additional supply the books will be used more often   they arre a good old standby for gospel singing |5.0
a8zs0i5l5v31b|i love this book  i love hymns and love to sing and run my fingers over piano organ this book is helpful |5.0
acngupj3a3tm9|we use this type of hymnal at church   i was looking for the same one  however  this wasn t it  it is a good hymnal  but there isn t enough information to find the version i need |4.0
a3bed5qfjwk88m|heavenly highway hymnsi ordered this hymnal because i learned to read shaped note music when i was a teenager  i play piano but do not sing  i am 85 years old  this hymnal has mostof the songs i have learned over the years  it was exactly what i wanted and needed it was in good condition and the price was right  i purchased this book from amazon |4.0
a2suam1j3gnn3b|i bought this for my husband who plays the piano   he is having a wonderful time playing these old hymns   the music  is at times hard to read because we think the book was published for singing from more than playing from   great purchase though |5.0
apoz15ieyqrrr|this is a large size hymn book which is great to be able to see the songs  notes  etc   quality was great  item was new |5.0
ayedw3bfk53xk|we use this hymn book at the mission   it has most of the well loved oldies from a time gone by   songs like   i ll fly away  and  closer walk with thee    if you like a good singalong  you will really enjoy the  heavenly hiway hymns    be blessed |5.0
a1klcglcxyp1u1|one review advised this book was large print  however it isn t and i had to return it  i m sure the contents of the hymnal are very nice  just not what i needed |3.0
a37w6pofwivg13|heavenly highway hymns contains great hymns   these songs are filled with the love for jesus and of the grace he gives to us   a blessing in every song |5.0
a2eipznhaexzhj|the hymn selection in this edition is very fine  but the paper quality leaves something to be desired   for a book in which singers are going to be thumbing through  using the index  turning pages as directed  the paper quality does not look like it will stand up to long term use |4.0
a1vafvjft58yi3|as a child we sang out of these books  the two books i got are very clean and in very good shape  i  am very happy with mine and my sister likes her too |5.0
a9ktky6bur8u6|this is a very cheaply made product   i would not pay 1  for this   the paper is cheap and flimsy  the book will not even stay open  with fear of ripping the binding  so that i can open up to put on piano stand to play don t buy this version |1.0
a2742og8pk8ku6|compiled of some really old gospels  beautiful little hardcover book  and my mother loved the set i purchased seperately   heavenly highway hymns   favorite songs and hymns  she found songs in them from her childhood  just what she wanted  |5.0
a38aapxsjn4c5g|it is amazing that this book is nearly 15 years old  and further that bill gates was so spot on with the current technology that we see today   it is a good read to see both the vision of this truly amazing entrepreneur  as well as to get an idea of how to think about technology enabling daily life   listen to what bill gates says about the future of technology in your life   the past would indicate he knows what he s talking about |4.0
a14a5q8vjk5nlr|this work bears deep connections to themes first explored in tad williams  original breakout novel  about a brave young cat who travels to an underground netherworld to face an ancient evil   as the owner of two cats myself  after the second read through  i realized that this novel has much to teach about the critical importance of dealing with fur and dust i could only give four stars  though  because the cats do not agree  and indeed wish i had not made this purchase |4.0
a3w2px96k1ba3m|you may laugh  but i have found that otherland volumes 1 4 are poor at picking up debris around the house   i once spilled some cornflakes on the floor  and foolishly thought that i could clean it up by dropping   34 city of golden shadows  34  on it   not only did it not clean  it managed to make things worse by fragmenting the cornflakes into smaller and smaller pieces   i did what any normal person would do  i stacked the other books on top  hoping that the combined power would whisk the cornflakes away to the technological wonderland that is otherland   no such results bin otherland empty  on the other hand  works like magic   if you hook it up to a powerful enough motor  you can banish those cornflakes to the land of wind and ghosts   the downside is that it s pretty light reading  but given the young adult trend these days it s following the light reading trend that literature is headed for these days it s recommended that you get through the previous volume though    34 hoover electrical vaccum unit  34     i mean  bin otherland empty does work as a stand alone  but it s not quite as absorbing when not paired up with the prequel   some people think you can skip the previous volume and lust stick your mouth in at one end and suck  but  c mon  that s just gross spoiler alert   cornflakes vaccumed up |5.0
a2gkr2q7md8dg4|do not try and vacuum the dust  that s impossible  instead    only try to realize the truth  there is no dust  then you ll see  that it is not the vacuum that sucks  it is only yourself |5.0
a1mc4e00ro5e9t|what if dread had come out victorious and left otherland well and truly cleaned what if the river that connected the worlds in otherland had instead worked like a vacuum hose this essential companion to the otherland quartet puts these uncomfortable questions in black and white the mind boggling new adventure starts here your imagination sets the boundaries   |5.0
a23pisu0zlw71c|i thought this book was great before buying it  but now i m having some buyer s remorse  i really liked most of the author s previous books  but i found this one difficult reading  despite the fact that the chapters were quite short the book just wasn t very good  in fact  it really sucked the only reason i m giving the book five stars is because i like the fact that the author is willing to try new things  i really respect an author who s willing to stretch his limits  exploring hard to reach areas  and start with a clean slate |5.0
a3pmsrcl80ksa1|tutus are cute but a little thin  can t complain for the price though  still a good buy  my daughter will enjoy these in dance class |4.0
a1snlwglfxd70k|i origonally didn t get the item i ordered   when contacting the company they got back with me quickly   it turned out the item was out of stock   they sent it once it came in stock   this wasn t a problem for me since i ordered the item way in advance for my daughters birthday   i would recommend this selling but ordered ahead of time just incase |4.0
a1kj4cvg87qw09|arrived very timely  cute grandbaby loves it  only thing there was a scent on it when it came but for the price it was great |4.0
