"Prediction","Id"
3.62368421053,2
4.20750718452,19
4.42737975521,20
4.48505311182,34
4.25858619635,36
4.54806037713,40
4.18810427397,41
3.86497252747,44
2.9181118861,50
4.44522007621,64
4.8125,79
4.5496031746,80
4.90877415268,81
3.94156811998,84
4.87708333333,87
4.79640151515,92
4.3117898049,94
4.57435897436,97
4.99193548387,98
4.58090659341,99
3.7063041584,100
3.89100893997,102
4.09578051676,103
4.62972552737,104
4.75646148514,106
3.14114719115,107
4.80708437761,115
4.45801115403,117
4.62939681883,118
4.66348183519,124
4.73939904883,131
4.32044583474,143
4.37953139861,147
4.64102564103,153
3,158
4.35294273377,160
4.48352345707,161
3.72706405743,163
4.46407407407,164
5.0,167
1.76484517304,169
4.61473603814,174
4.58712027764,176
3.49014411028,179
4.25216450216,197
4.57286821705,203
4.43684210526,207
4.40909090909,217
4.54146341463,222
4.63450897266,224
3.58333333333,229
4.617746876,231
4.56,247
4.34222530701,248
4.58397865538,256
3.94052173431,259
4.66553011448,267
4.01049528302,270
4.75307698837,275
3.8181980057,276
4.67676335111,281
4.0636580633,284
3.62681511471,287
3.83325879377,303
4.11080586081,305
4.65986879548,311
3.33333333333,312
4.67105328724,317
3.35,325
4.54470823669,326
4.41709072518,331
4.23333333333,332
4.33708585343,338
3.70541902207,341
4.46753189169,349
4.86868686869,352
4.19674185464,360
4.96106346484,365
4.18834426763,371
4.09898211751,373
3.875,374
4.96906565657,393
4.70740740741,397
4.25834078312,404
3.98169043375,426
4.83262657074,431
4.86055100662,432
4.76378514623,438
4.22917097685,443
4.99455782313,450
4.88418380428,457
4.89347844851,466
4.94374708112,467
4.90127591707,475
4.91878787879,478
2.22895622896,488
2.19382215007,491
4.66749668504,497
4.85039789795,500
4.11725422525,504
4.94817767149,505
4.88288334351,506
3.25531117909,522
4.90276223776,524
4.59298822307,528
3.24233235174,541
2.0651830612,542
1.42893221523,548
4.03111651485,549
1.52512077295,555
1.58294367341,559
4.80119146238,566
4.72139361571,568
4.91719590643,576
1.6052713832,577
4.91981270018,579
4.13939049563,581
4.8469023569,584
4.97711301045,597
4.89060216197,598
4.89370141039,601
4.7664625083,613
4.14293198245,616
4.75972862274,617
4.88353736654,628
4.94055155875,632
3.10582945292,636
4.01846762763,637
4.47433657674,640
4.29978354978,641
3.97720329984,644
4.93871252205,646
4.9880952381,657
4.34493797519,670
3.68473634584,673
4.86297144919,677
4.36290095121,678
4.84916342916,682
4.03658645276,684
4.87350068602,685
4.90222222222,686
4.03517316017,697
4.75037079391,700
4.98731563422,702
4.84821315628,707
4.80110039332,709
4.77864402219,714
2.31162097162,716
3.01416227427,718
4.78712397669,721
4.57864012756,731
4.79483872563,733
3.32371491643,738
4.48084788019,742
4.09343615495,743
3.84259259259,748
4.91062091503,763
4.63209026822,764
4.93878787879,768
3.37971862962,782
3.10793299621,784
3.30947712418,786
4.73953135729,794
4.12118526243,795
4.60651709402,797
3.66878325172,805
4.07592592593,808
4.74491486818,811
3.25496627043,814
3.95244420575,815
4.74622766528,816
4.10079083545,817
4.82135678416,825
4.3663003663,842
3.19047619048,848
3.69930555556,856
3.47355769231,858
4.02400521087,866
4.08490607383,867
4.41864416845,871
4.46875,875
4.39158048953,877
3.90408280774,880
3.82396161413,882
4.20461211494,883
4.46927857466,886
4.70075757576,898
3.52500981577,904
4.73184491979,906
4.502261544,912
4.90392707695,914
3.24018416056,924
4.75517952636,939
4.88761664262,943
4.72575757576,945
4.97173673036,946
4.66113769272,950
4.79103369219,952
4.38594590293,953
4.46368090211,956
4.51361719243,957
3.00936613056,962
4.58381269801,972
4.3,978
4.56546944909,984
4.14599883856,990
4.51565300038,991
4.24265837156,993
4.79931917029,996
3.1138047138,1002
4.22327766849,1004
4.97727272727,1005
4.74254201681,1020
4.80476190476,1025
4.70259623477,1028
4.65483022523,1034
3,1036
4.68320224878,1038
3.99599834128,1040
4.62307983009,1044
4.9880952381,1066
4.61418918919,1073
4.36832902319,1077
4.62763046229,1080
4.73142990405,1081
3.7248015873,1083
4.02944662398,1091
4.60276332148,1098
4.54911616162,1106
4.56,1113
4.23144335339,1115
3,1118
4.2038647343,1129
4.40240196078,1135
4.1748942206,1136
4.55801223071,1140
2.95579677276,1143
3.035,1155
3.47863247863,1161
3.8462047212,1165
1.77777777778,1169
2.83333333333,1176
3.46065402905,1178
4.15118605808,1181
4.51007326007,1183
4.33333333333,1186
4.38305952238,1188
4.76400870085,1200
4.9619047619,1203
4.70163113006,1205
4.43875295919,1216
4.85541446208,1221
4.16253666045,1226
3.29001907969,1228
5.0,1231
3.67507151718,1235
3.90724637681,1244
4.96038385128,1254
4.875,1259
4.24078785958,1260
4.67563158219,1261
4.28188259109,1265
3.99170168067,1267
4.82444919906,1273
4.24522963548,1274
4.375,1300
4.12782442684,1303
2.99564050973,1307
3.75504826437,1308
4.02941176471,1309
4.78390897265,1311
4.4798647533,1315
4.89515151515,1323
4.52408836699,1324
4.96363636364,1327
4.26087494555,1328
4.6875,1332
4.71107475014,1339
4.16521632439,1350
4.56626984127,1353
4.1118607014,1354
4.82763679557,1362
4.71894874673,1366
4.72611965746,1370
4.31128857271,1373
4.83669153189,1381
3.93508526153,1382
4.38422469984,1388
4.32167568258,1391
3.89074960128,1394
4.57410828558,1396
4.49683059947,1400
3.74484848485,1410
4.98245614035,1420
4.08911407523,1437
4.19624325446,1439
4.08853738854,1440
4.28543687495,1441
3.44428987811,1448
4.16682212715,1450
4.30531642117,1452
4.25,1454
4.13574777274,1459
4.39937943262,1461
4.49039244589,1462
4.84335197266,1463
4.39242424242,1467
4.7184981685,1469
2.92,1471
4.65446111283,1472
3.06379849173,1473
4.23839742221,1483
